Category (What),Section,Subsection,YP ID
Agricultural Chemicals,"Agriculture, fishing & Forestry",,00026600
Aquaculture,"Agriculture, fishing & Forestry",,00063501
Blacksmiths,"Agriculture, fishing & Forestry",,00155400
Fertilizers,"Agriculture, fishing & Forestry",,00544000
Fruit & Vegetable Brokers,"Agriculture, fishing & Forestry",,00592780
Fruit & Vegetable Growers & Distributors,"Agriculture, fishing & Forestry",,00592800
Horse Breeding,"Agriculture, fishing & Forestry",,00677800
Horse Dealers,"Agriculture, fishing & Forestry",,00678000
Horse Training,"Agriculture, fishing & Forestry",,00678600
Horse Transport,"Agriculture, fishing & Forestry",,00678800
Irrigation Systems & Equipment,"Agriculture, fishing & Forestry",,00725200
Potato Growers & Shippers,"Agriculture, fishing & Forestry",,01052770
Poultry Processing,"Agriculture, fishing & Forestry",,01055200
Rendering Companies,"Agriculture, fishing & Forestry",,01118400
"Saddles, Harnesses & Horse Furnishings","Agriculture, fishing & Forestry",,01147600
Soil Testing,"Agriculture, fishing & Forestry",,01222600
Stables,"Agriculture, fishing & Forestry",,01237000
Artificial Insemination,"Agriculture, fishing & Forestry",Farming equipment & services,00713000
Beekeeping Supplies,"Agriculture, fishing & Forestry",Farming equipment & services,00138400
Dairy Equipment & Supplies,"Agriculture, fishing & Forestry",Farming equipment & services,00403000
Farm & Ranch Services,"Agriculture, fishing & Forestry",Farming equipment & services,00535275
Farm Equipment,"Agriculture, fishing & Forestry",Farming equipment & services,00535000
Farm Equipment & Supplies,"Agriculture, fishing & Forestry",Farming equipment & services,00535350
Farms & Ranches,"Agriculture, fishing & Forestry",Farming equipment & services,00535810
Flour Mills,"Agriculture, fishing & Forestry",Farming equipment & services,02000097
Hydroponic Systems & Equipment,"Agriculture, fishing & Forestry",Farming equipment & services,00693200
Livestock,"Agriculture, fishing & Forestry",Farming equipment & services,00780800
Livestock Breeders,"Agriculture, fishing & Forestry",Farming equipment & services,00781000
Livestock Equipment & Supplies,"Agriculture, fishing & Forestry",Farming equipment & services,00781200
Maple Syrup Equipment & Accessories,"Agriculture, fishing & Forestry",Farming equipment & services,00819800
Nursery Equipment & Supplies,"Agriculture, fishing & Forestry",Farming equipment & services,00914400
Poultry Hatcheries,"Agriculture, fishing & Forestry",Farming equipment & services,00664200
Silos,"Agriculture, fishing & Forestry",Farming equipment & services,01208200
Slaughterhouses,"Agriculture, fishing & Forestry",Farming equipment & services,00000802
Aerial Seeding & Spraying Service,"Agriculture, fishing & Forestry","Feed, seed and grain",01234300
Grain Brokers,"Agriculture, fishing & Forestry","Feed, seed and grain",00645200
Grain Dealers,"Agriculture, fishing & Forestry","Feed, seed and grain",00645400
Grain Elevator Equipment,"Agriculture, fishing & Forestry","Feed, seed and grain",00645600
Grain Elevators,"Agriculture, fishing & Forestry","Feed, seed and grain",00645800
Seed & Grain Cleaning,"Agriculture, fishing & Forestry","Feed, seed and grain",01178300
Dead Stock Removal,"Agriculture, fishing & Forestry",Fishing,00406225
Fish Hatcheries,"Agriculture, fishing & Forestry",Fishing,00561200
Fish Nets,"Agriculture, fishing & Forestry",Fishing,00561400
Fish Packers,"Agriculture, fishing & Forestry",Fishing,00561600
Nettings,"Agriculture, fishing & Forestry",Fishing,00903800
Forestry Consultants,"Agriculture, fishing & Forestry",Forests,00578900
Logging Companies & Contractors,"Agriculture, fishing & Forestry",Forests,00784610
Logging Equipment & Supplies,"Agriculture, fishing & Forestry",Forests,00784800
Tree Consultants,"Agriculture, fishing & Forestry",Forests,01356900
Bridal Supply Manufacturers & Wholesalers,Apparel & Accessories,,00192000
Clothing & Fur Storage,Apparel & Accessories,,00598630
Fur Repair & Remodelling,Apparel & Accessories,,00600300
Hats,Apparel & Accessories,,00664300
Safety Equipment & Clothing,Apparel & Accessories,,01148400
Uniforms,Apparel & Accessories,,01378400
Western Clothing,Apparel & Accessories,,01425800
Buckles,Apparel & Accessories,Accessories,00200200
Gloves & Mittens,Apparel & Accessories,Accessories,00635190
Jewellery Buyers,Apparel & Accessories,Accessories,00731800
Jewellery Designers,Apparel & Accessories,Accessories,00732300
Jewellery Engravers,Apparel & Accessories,Accessories,00732400
Jewellery Repair & Cleaning,Apparel & Accessories,Accessories,00732800
Lapidaries & Supplies,Apparel & Accessories,Accessories,00757300
Pin Manufacturers & Wholesalers,Apparel & Accessories,Accessories,01004350
Umbrellas,Apparel & Accessories,Accessories,01377000
Dry Cleaners,Apparel & Accessories,Alterations & Services,00300000
Laundries,Apparel & Accessories,Alterations & Services,00759800
Laundromats,Apparel & Accessories,Alterations & Services,00760000
Leather & Suede Cleaning,Apparel & Accessories,Alterations & Services,00765000
Leather Goods Repair,Apparel & Accessories,Alterations & Services,00764190
Linen Supply Service,Apparel & Accessories,Alterations & Services,00774400
Tailors,Apparel & Accessories,Alterations & Services,01275095
Uniform Rental,Apparel & Accessories,Alterations & Services,01377800
Watch Repair,Apparel & Accessories,Alterations & Services,01417300
Wedding Gown Preservation,Apparel & Accessories,Alterations & Services,00191700
Bridal Shops,Apparel & Accessories,Clothing - General,00191800
Children's Clothing Stores,Apparel & Accessories,Clothing - General,00280997
Cloth & Leather Caps,Apparel & Accessories,Clothing - General,00231900
Clothing Alterations,Apparel & Accessories,Clothing - General,00306798
Clothing Manufacturers & Wholesalers,Apparel & Accessories,Clothing - General,00307140
Clothing Stores,Apparel & Accessories,Clothing - General,00306965
Crests,Apparel & Accessories,Clothing - General,00391000
Embroidery,Apparel & Accessories,Clothing - General,00489800
Fashion Designers,Apparel & Accessories,Clothing - General,00535975
Hosiery Manufacturers & Wholesalers,Apparel & Accessories,Clothing - General,00680400
Hosiery Stores,Apparel & Accessories,Clothing - General,00680200
Kilts & Tartans,Apparel & Accessories,Clothing - General,00741560
Knit & Woollen Goods,Apparel & Accessories,Clothing - General,00742900
Maternity Clothes,Apparel & Accessories,Clothing - General,00833100
Men's Clothing Stores,Apparel & Accessories,Clothing - General,00843540
Quilts & Quilting Supplies,Apparel & Accessories,Clothing - General,01084500
Sheepskin Specialties,Apparel & Accessories,Clothing - General,01192400
"Skins, Hides & Furs",Apparel & Accessories,Clothing - General,00671850
Tuxedos,Apparel & Accessories,Clothing - General,01370910
Women's Clothing Stores,Apparel & Accessories,Clothing - General,01434300
Work Clothing,Apparel & Accessories,Clothing - General,01437100
Custom-Made Shoes,Apparel & Accessories,Footwear,01199400
Shoe Repair,Apparel & Accessories,Footwear,01198300
Shoe Stores,Apparel & Accessories,Footwear,01198900
Shoe Supplies & Findings,Apparel & Accessories,Footwear,01197400
Alternators & Starters,Automotive,,00042900
Auto Body Repair & Painting Shops,Automotive,,00093000
Auto Body Shop Equipment & Supplies,Automotive,,00093200
Auto Glass & Windshields,Automotive,,00631650
Auto Part Manufacturers & Wholesalers,Automotive,,00096600
Auto Repair Garages,Automotive,,00610600
Car Brake Service,Automotive,,00187400
Car Leasing,Automotive,,00095535
Car Rental,Automotive,,00097150
Car Repair & Service,Automotive,,00097300
Car Wrecking & Recycling,Automotive,,00098600
Driving Instruction,Automotive,,00451400
Gas Fitters,Automotive,,00617490
Gas Stations,Automotive,,01186800
Mufflers & Exhaust Systems,Automotive,,00892000
New Auto Parts & Supplies,Automotive,,00096200
New Car Dealers,Automotive,,00094200
Parking Area Maintenance & Marking,Automotive,,00960200
Parking Lot & Garage Equipment & Supplies,Automotive,,00960800
Parking Lots & Garages,Automotive,,00960600
Recreational Vehicle Parts & Supplies,Automotive,,01104625
Roadside Assistance,Automotive,,01133000
Tire Retailers,Automotive,,01324200
Towing Equipment,Automotive,,01341590
Trailer Hitches,Automotive,,01345800
Trailer Manufacturers,Automotive,,01347080
Trailer Parts & Equipment,Automotive,,01346800
"Trailer Renting, Leasing & Sales",Automotive,,01346000
Trailer Repair & Service,Automotive,,01347200
Transmission,Automotive,,01351800
Truck Accessories & Parts,Automotive,,01361400
Truck Dealers,Automotive,,01361000
Truck Rental & Leasing,Automotive,,01362200
Truck Repair & Service,Automotive,,01362400
Truck Trailers,Automotive,,01347600
Used Auto Parts & Supplies,Automotive,,00096400
Used Car Dealers,Automotive,,00094400
Utility Trailers,Automotive,,01346200
Vehicle Towing,Automotive,,01341200
"Wheel Alignment, Frame & Axle Services",Automotive,,01426200
Wheels,Automotive,,01427200
Car Alarm Systems,Automotive,Accessories,00092650
Car Radios & Stereo Systems,Automotive,Accessories,00097000
Car Remote Starters,Automotive,Accessories,00097080
"Car Seat Covers, Tops & Upholstery",Automotive,Accessories,00097600
Performance Auto Parts & Accessories,Automotive,Accessories,00096700
Speed Reducers,Automotive,Accessories,01230800
Truck Caps & Accessories,Automotive,Accessories,01360915
Car Customizing & Accessories,Automotive,Detailing & Aesthetics,00094000
Car Detailing,Automotive,Detailing & Aesthetics,00094510
Car Upholstery Cleaning,Automotive,Detailing & Aesthetics,00098200
Car Wash Equipment & Polishing Supplies,Automotive,Detailing & Aesthetics,00233000
Car Washes,Automotive,Detailing & Aesthetics,00232525
Corrosion Control,Automotive,Detailing & Aesthetics,00369800
Rustproofing,Automotive,Detailing & Aesthetics,01144375
Truck Painting & Lettering,Automotive,Detailing & Aesthetics,01361800
Truck Washing & Cleaning,Automotive,Detailing & Aesthetics,01362800
Motorcycle & Motor Scooter Parts,Automotive,Motorcycles,00888000
Motorcycle & Motor Scooter Renting & Leasing,Automotive,Motorcycles,00887800
Motorcycle Wreckers,Automotive,Motorcycles,00887572
Motorcycles & Motor Scooters,Automotive,Motorcycles,00887600
All-Terrain Vehicles,Automotive,Motorized Vehicles,00041800
Diesel Fuel,Automotive,Motorized Vehicles,00426100
Electric Vehicles,Automotive,Motorized Vehicles,01387975
Fork Lift Trucks,Automotive,Motorized Vehicles,00770525
Fuel Injection,Automotive,Motorized Vehicles,00595400
Gasoline Wholesalers,Automotive,Motorized Vehicles,00618800
Recreational Vehicle Dealers,Automotive,Motorized Vehicles,01104675
Recreational Vehicle Rental & Leasing,Automotive,Motorized Vehicles,01104650
Recreational Vehicle Repair & Maintenance,Automotive,Motorized Vehicles,01104663
Recreational Vehicle Storage,Automotive,Motorized Vehicles,01104680
Snow Removal Equipment,Automotive,Motorized Vehicles,01217400
Tractor Dealers,Automotive,Motorized Vehicles,01343600
Tractor Equipment & Parts,Automotive,Motorized Vehicles,01344000
Tractor Manufacturers & Distributors,Automotive,Motorized Vehicles,01343800
Tractor Renting & Leasing,Automotive,Motorized Vehicles,01344200
Truck & Van Customizing,Automotive,Motorized Vehicles,01386400
Truck Bodies,Automotive,Motorized Vehicles,01360800
Truck Manufacturers,Automotive,Motorized Vehicles,01361600
Truck Refrigeration Equipment,Automotive,Motorized Vehicles,01362000
Aerial Photographers,Business & Professional Services,,00989400
Appraisers,Business & Professional Services,,00062475
Audiovisual Equipment & Supplies,Business & Professional Services,,00089830
Audiovisual Equipment & Supplies Rental,Business & Professional Services,,00089839
Audiovisual Production Services,Business & Professional Services,,00089850
Call Centres,Business & Professional Services,,00220620
Career Counselling,Business & Professional Services,,00235825
Circular & Sample Distribution,Business & Professional Services,,00432400
Civil Engineers,Business & Professional Services,,00496000
Coffee Break Services & Supplies,Business & Professional Services,,00311400
Commercial Refrigeration Sales & Services,Business & Professional Services,,01109000
Communications & Public Relations Consultants,Business & Professional Services,,00323445
Consulting Engineers,Business & Professional Services,,00496200
Convention Centres & Facilities,Business & Professional Services,,00363600
Copying & Duplicating Service,Business & Professional Services,,00366600
Courier Service,Business & Professional Services,,00376400
Court & Convention Reporters,Business & Professional Services,,01119800
Customs Brokers,Business & Professional Services,,00399600
Delivery Service,Business & Professional Services,,00411000
Display Design & Production,Business & Professional Services,,00429580
Electrical Engineers,Business & Professional Services,,00496400
Employee Benefit Plans,Business & Professional Services,,00491160
Employment Agencies,Business & Professional Services,,00491400
Engineers,Business & Professional Services,,00495325
Event Planners,Business & Professional Services,,00524150
Executive Search Consultants,Business & Professional Services,,00525600
Export Packing Service,Business & Professional Services,,00528800
Export Support Service,Business & Professional Services,,00529100
Exporters,Business & Professional Services,,00529600
Exposition Stand Manufacturers & Designers,Business & Professional Services,,00529700
"Fairs, Expositions & Trade Shows",Business & Professional Services,,01344900
Geotechnical Engineers,Business & Professional Services,,00497300
Human Resources Consultants,Business & Professional Services,,00690500
Importers,Business & Professional Services,,00699000
Industrial & Commercial Photographers,Business & Professional Services,,00989600
Journal & Magazine Publishers,Business & Professional Services,,01076600
Management Consultants,Business & Professional Services,,00814800
Management Training & Development,Business & Professional Services,,00815320
Maps & Mapping Services,Business & Professional Services,,00820100
Marketing Consultants & Services,Business & Professional Services,,00826610
Marketing Research & Analysis,Business & Professional Services,,00826800
Mechanical Engineers,Business & Professional Services,,00498400
Mediation Service,Business & Professional Services,,00839985
Mobile Offices,Business & Professional Services,,00873400
Newspaper Distributors,Business & Professional Services,,00906600
Office Furniture & Equipment Retail & Rental,Business & Professional Services,,00919650
Office Supplies,Business & Professional Services,,00920200
Other Businesses,Business & Professional Services,,00000000
"Packaging Machines, Equipment & Supplies",Business & Professional Services,,00944500
Packaging Systems & Service,Business & Professional Services,,00944900
Packing Materials,Business & Professional Services,,00944600
Paper Boxes,Business & Professional Services,,00184600
Paper Products,Business & Professional Services,,00952600
Personnel Consultants,Business & Professional Services,,00979200
Phone Message Service,Business & Professional Services,,01294140
Photocopiers & Supplies,Business & Professional Services,,00988950
Post Offices,Business & Professional Services,,01051800
Printers,Business & Professional Services,,01063000
Printing Equipment & Supplies,Business & Professional Services,,01063600
Promotion Agencies & Services,Business & Professional Services,,01070150
Promotional Products,Business & Professional Services,,01070100
Publicity Agencies,Business & Professional Services,,01076000
Racks,Business & Professional Services,,01086200
Records & Document Destruction,Business & Professional Services,,00919800
Records & Document Storage,Business & Professional Services,,00920000
Recycling Services,Business & Professional Services,,01105990
Registered Trademark Agents,Business & Professional Services,,01344925
Research & Development Centres,Business & Professional Services,,01120225
Resume Service,Business & Professional Services,,01127400
Safes & Vaults,Business & Professional Services,,01148000
Safety Training & Consultants,Business & Professional Services,,01148200
Screen Printing,Business & Professional Services,,01169800
Seminars & Workshops,Business & Professional Services,,01180328
Stationery,Business & Professional Services,,01238700
Structural Engineers,Business & Professional Services,,00499400
Temporary Employment Agencies,Business & Professional Services,,00491600
Trade Commissions,Business & Professional Services,,01344400
Unions & Labour Organizations,Business & Professional Services,,00747000
Voice Mail Messaging Solutions,Business & Professional Services,,01408900
Arbitration Service,Business & Professional Services,Administrative & Specialty Services,00064150
Association Management,Business & Professional Services,Administrative & Specialty Services,00081000
Chartered Administrators,Business & Professional Services,Administrative & Specialty Services,00016000
Customer Relationship Management (CRM),Business & Professional Services,Administrative & Specialty Services,00399450
Economic Development,Business & Professional Services,Administrative & Specialty Services,00468760
Graphic Designers,Business & Professional Services,Administrative & Specialty Services,00648000
Lawyers,Business & Professional Services,Administrative & Specialty Services,00761600
Leasing Services,Business & Professional Services,Administrative & Specialty Services,00763000
Legal Aid,Business & Professional Services,Administrative & Specialty Services,00765450
Legal Information & Support Services,Business & Professional Services,Administrative & Specialty Services,00765855
License & Registry Services,Business & Professional Services,Administrative & Specialty Services,00769800
Notaries,Business & Professional Services,Administrative & Specialty Services,00910600
Notaries Public,Business & Professional Services,Administrative & Specialty Services,00911000
Paralegals,Business & Professional Services,Administrative & Specialty Services,00958315
Patrol & Security Guard Service,Business & Professional Services,Administrative & Specialty Services,01177675
Secretary Services,Business & Professional Services,Administrative & Specialty Services,01175800
Translation Equipment & Systems,Business & Professional Services,Administrative & Specialty Services,01351000
Translators & Interpreters,Business & Professional Services,Administrative & Specialty Services,01350800
Web Design & Development,Business & Professional Services,Administrative & Specialty Services,01423370
Ad Production,Business & Professional Services,Advertising,00019000
Advertising Agencies,Business & Professional Services,Advertising,00017190
Aerial Advertising,Business & Professional Services,Advertising,00017000
Button Advertising,Business & Professional Services,Advertising,00210050
Direct Mail Advertising,Business & Professional Services,Advertising,00017800
Directory & Guide Publishers,Business & Professional Services,Advertising,01076400
Guide & Directory Advertising,Business & Professional Services,Advertising,00018000
Indoor Advertising,Business & Professional Services,Advertising,00018200
Magazine Advertising,Business & Professional Services,Advertising,00018300
Magazine Distributors,Business & Professional Services,Advertising,00804600
Magazine Subscription Agencies,Business & Professional Services,Advertising,00804190
Media Monitoring,Business & Professional Services,Advertising,00839945
Newspaper Advertising,Business & Professional Services,Advertising,00018600
Online & Fax Advertising,Business & Professional Services,Advertising,00018150
Outdoor Advertising,Business & Professional Services,Advertising,00018800
Radio Advertising,Business & Professional Services,Advertising,00019200
Subway & Bus Advertising,Business & Professional Services,Advertising,00019800
Television Advertising,Business & Professional Services,Advertising,00019600
"Barter, Trades & Exchanges",Business & Professional Services,Associations & Organizations,00127515
Business & Trade Organizations,Business & Professional Services,Associations & Organizations,00208400
Business Brokers,Business & Professional Services,Associations & Organizations,00207600
Business Centres,Business & Professional Services,Associations & Organizations,00207625
Chambers of Commerce,Business & Professional Services,Associations & Organizations,00257456
Co-operative Organizations,Business & Professional Services,Associations & Organizations,00365300
Commissioners for Oaths,Business & Professional Services,Associations & Organizations,00322000
Domestic Help Agencies,Business & Professional Services,Associations & Organizations,00491450
Employee Leasing Service,Business & Professional Services,Associations & Organizations,00491760
Employment Training Service,Business & Professional Services,Associations & Organizations,00491950
Food Banks,Business & Professional Services,Associations & Organizations,00574600
Fundraising Consultants & Organizations,Business & Professional Services,Associations & Organizations,00596425
Government Employment Placement Agencies,Business & Professional Services,Associations & Organizations,00491800
Organizations,Business & Professional Services,Associations & Organizations,00935800
Pre-Employment Background Check,Business & Professional Services,Associations & Organizations,00491525
Bottle Caps & Seals,Business & Professional Services,"Barrels, boxes, bottles & cans",00173800
Bottles & Jars,Business & Professional Services,"Barrels, boxes, bottles & cans",00174650
Can & Bottle Return Depots,Business & Professional Services,"Barrels, boxes, bottles & cans",00173700
Caning,Business & Professional Services,"Barrels, boxes, bottles & cans",00229100
Canneries,Business & Professional Services,"Barrels, boxes, bottles & cans",00229200
Canning Equipment & Supplies,Business & Professional Services,"Barrels, boxes, bottles & cans",00229600
Cans,Business & Professional Services,"Barrels, boxes, bottles & cans",00229800
Cardboard,Business & Professional Services,"Barrels, boxes, bottles & cans",00235800
Cloth Bags,Business & Professional Services,"Barrels, boxes, bottles & cans",00116050
Fibre & Corrugated Boxes,Business & Professional Services,"Barrels, boxes, bottles & cans",00184200
Industrial Crating & Crates,Business & Professional Services,"Barrels, boxes, bottles & cans",00386800
Pails,Business & Professional Services,"Barrels, boxes, bottles & cans",00946400
Paper Bags,Business & Professional Services,"Barrels, boxes, bottles & cans",00115600
Plastic Boxes,Business & Professional Services,"Barrels, boxes, bottles & cans",00184800
Specialty Bags,Business & Professional Services,"Barrels, boxes, bottles & cans",00116000
Transparent & Plastic Bags,Business & Professional Services,"Barrels, boxes, bottles & cans",00115800
Used Boxes,Business & Professional Services,"Barrels, boxes, bottles & cans",00185000
Wooden Boxes,Business & Professional Services,"Barrels, boxes, bottles & cans",00185200
E-Commerce Solutions Providers,"Computers, Communications & Electronics",,00457850
Geographic Mapping & Geomatic Services,"Computers, Communications & Electronics",,00625850
IT Consultants,"Computers, Communications & Electronics",,00705450
Information Services,"Computers, Communications & Electronics",,00705400
Internet Broadcasting,"Computers, Communications & Electronics",,00720500
Internet Consultants,"Computers, Communications & Electronics",,00720605
Internet Product & Service Providers,"Computers, Communications & Electronics",,00720640
Answering Machines & Equipment,"Computers, Communications & Electronics",Communications Services & Equipment,01292400
Antennas,"Computers, Communications & Electronics",Communications Services & Equipment,00055600
Communication & Transmission Towers,"Computers, Communications & Electronics",Communications Services & Equipment,02000098
Computer Networking,"Computers, Communications & Electronics",Communications Services & Equipment,00328650
"Data Communication Systems, Equipment & Service","Computers, Communications & Electronics",Communications Services & Equipment,00404995
Fax Machines,"Computers, Communications & Electronics",Communications Services & Equipment,00537200
Fax Service,"Computers, Communications & Electronics",Communications Services & Equipment,00537300
Fiber Optics,"Computers, Communications & Electronics",Communications Services & Equipment,00546850
Global Positioning Systems (GPS),"Computers, Communications & Electronics",Communications Services & Equipment,00635150
"Intercom Systems, Equipment & Services","Computers, Communications & Electronics",Communications Services & Equipment,00719800
Long-Distance Phone Service,"Computers, Communications & Electronics",Communications Services & Equipment,00784925
Paging Services & Equipment,"Computers, Communications & Electronics",Communications Services & Equipment,00945800
Phone Companies,"Computers, Communications & Electronics",Communications Services & Equipment,01293600
"Phone Equipment, Systems & Service","Computers, Communications & Electronics",Communications Services & Equipment,01294125
Phone Line Installation & Repair,"Computers, Communications & Electronics",Communications Services & Equipment,01294135
Phone Music & On Hold Messages,"Computers, Communications & Electronics",Communications Services & Equipment,01294150
Prepaid Phone Cards,"Computers, Communications & Electronics",Communications Services & Equipment,01293300
Radio Communication Equipment & Systems,"Computers, Communications & Electronics",Communications Services & Equipment,01088500
Satcom Service,"Computers, Communications & Electronics",Communications Services & Equipment,01157630
"Satellite Systems, Equipment & Service","Computers, Communications & Electronics",Communications Services & Equipment,01157800
Telecommunications Consultants,"Computers, Communications & Electronics",Communications Services & Equipment,01290850
Telecommunications Equipment & Supplies,"Computers, Communications & Electronics",Communications Services & Equipment,01290813
Teleconferencing,"Computers, Communications & Electronics",Communications Services & Equipment,01290868
Telegrams & Telegraphs,"Computers, Communications & Electronics",Communications Services & Equipment,01290950
Wireless & Cell Phone Accessories,"Computers, Communications & Electronics",Communications Services & Equipment,00249596
Wireless & Cell Phone Services,"Computers, Communications & Electronics",Communications Services & Equipment,00249597
Wireless Communications,"Computers, Communications & Electronics",Communications Services & Equipment,01433400
Computer Accessories & Supplies,"Computers, Communications & Electronics",Computer Equipment,00329010
Computer Manufacturers & Wholesalers,"Computers, Communications & Electronics",Computer Equipment,00329130
Computer Renting & Leasing,"Computers, Communications & Electronics",Computer Equipment,00328770
Computer Software,"Computers, Communications & Electronics",Computer Equipment,00328930
Used & Refurbished Computer Parts,"Computers, Communications & Electronics",Computer Equipment,00328570
CD & DVD Duplication,"Computers, Communications & Electronics",Computer Services,00248700
Computer & Technology Assistance Programs,"Computers, Communications & Electronics",Computer Services,01289975
"Computer Cabling, Installation & Service","Computers, Communications & Electronics",Computer Services,00328380
Computer Consultants,"Computers, Communications & Electronics",Computer Services,00328410
Computer Data Processing,"Computers, Communications & Electronics",Computer Services,00405400
Computer Data Recovery,"Computers, Communications & Electronics",Computer Services,00328450
Computer Graphics Design & Animation,"Computers, Communications & Electronics",Computer Services,00328610
Computer Repair & Cleaning,"Computers, Communications & Electronics",Computer Services,00328810
"Computer Room Setup, Protection, Equipment & Maintenance","Computers, Communications & Electronics",Computer Services,00328850
Computer Security,"Computers, Communications & Electronics",Computer Services,00328910
Computer Stores,"Computers, Communications & Electronics",Computer Services,00328890
Computer Training Courses,"Computers, Communications & Electronics",Computer Services,00329050
Desktop Publishing Design,"Computers, Communications & Electronics",Computer Services,00418840
"Digital Photography, Printing & Imaging","Computers, Communications & Electronics",Computer Services,00426820
Multimedia,"Computers, Communications & Electronics",Computer Services,00892030
Audiometers,"Computers, Communications & Electronics",Electronics - Services & Equipment,00089000
Electronic Equipment & Supply Repair,"Computers, Communications & Electronics",Electronics - Services & Equipment,00481625
Electronic Instruments,"Computers, Communications & Electronics",Electronics - Services & Equipment,00481800
Electronic Manufacturers' Representatives,"Computers, Communications & Electronics",Electronics - Services & Equipment,00482000
Electronic Part Manufacturers & Wholesalers,"Computers, Communications & Electronics",Electronics - Services & Equipment,00481700
Electronic Research & Development,"Computers, Communications & Electronics",Electronics - Services & Equipment,00482100
Electronic Test Equipment,"Computers, Communications & Electronics",Electronics - Services & Equipment,00482200
Electronics Stores,"Computers, Communications & Electronics",Electronics - Services & Equipment,00481650
Imaging Scanning Systems & Service,"Computers, Communications & Electronics",Electronics - Services & Equipment,00696630
Radar Equipment & Supplies,"Computers, Communications & Electronics",Electronics - Services & Equipment,01086600
Anodizing,Construction & Renovation,,00055400
Architect Supplies,Construction & Renovation,,00066400
Architects,Construction & Renovation,,00066200
Architectural & Construction Specifications,Construction & Renovation,,00066600
Architectural Drawing,Construction & Renovation,,00066750
Architectural Technologists,Construction & Renovation,,00066785
Assembly & Fabricating Services,Construction & Renovation,,00080800
Brass Products,Construction & Renovation,,00188600
Building Contractors,Construction & Renovation,,00201600
Ceilings,Construction & Renovation,,00248800
"Common, Face & Interlocking Bricks",Construction & Renovation,,00191100
Construction Surveyors,Construction & Renovation,,01262050
Crane Manufacturers & Distributors,Construction & Renovation,,00386400
Culverts,Construction & Renovation,,00397600
Demolition Contractors,Construction & Renovation,,00411950
Drain & Sewer Cleaning,Construction & Renovation,,01030570
Drainage Contractors,Construction & Renovation,,00444000
Eavestroughing & Gutters,Construction & Renovation,,00460600
Electrical Equipment & Supply Manufacturers & Wholesalers,Construction & Renovation,,00477300
Electrical Equipment & Supply Stores,Construction & Renovation,,00477000
Electrical Equipment Repair & Service,Construction & Renovation,,00476795
Excavation Contractors,Construction & Renovation,,00524500
"Floor Refinishing, Laying & Resurfacing",Construction & Renovation,,00568400
Flooring Materials,Construction & Renovation,,00569200
Foundation Contractors,Construction & Renovation,,00581600
General Contractors,Construction & Renovation,,00362500
Hardware Manufacturers & Wholesalers,Construction & Renovation,,00663800
Hardware Stores,Construction & Renovation,,00663400
Home Automation Systems,Construction & Renovation,,00673550
Home Builders,Construction & Renovation,,00673600
Home Improvements & Renovations,Construction & Renovation,,01118505
Home Inspection,Construction & Renovation,,00674090
Home Maintenance & Repair,Construction & Renovation,,00674395
Land Development,Construction & Renovation,,00755000
Land Surveyors,Construction & Renovation,,01262200
Manufactured & Prefab Homes,Construction & Renovation,,00674800
Mobile Scaffolding & Platforms,Construction & Renovation,,01161400
Nails & Tacks,Construction & Renovation,,00900000
Nuts & Bolts,Construction & Renovation,,00169600
Overhead Traveling Cranes,Construction & Renovation,,00386450
Paint Manufacturers & Wholesalers,Construction & Renovation,,00947400
Paint Removal,Construction & Renovation,,00946700
Paint Stores,Construction & Renovation,,00947200
Painters,Construction & Renovation,,00947575
Painters' Tools & Equipment,Construction & Renovation,,00947600
Pile Driving,Construction & Renovation,,01002200
Pile Driving Equipment,Construction & Renovation,,01002400
Piling Contractors,Construction & Renovation,,01002600
Pipeline Construction Contractors,Construction & Renovation,,01006400
Pipes,Construction & Renovation,,01004400
Plastering Contractors,Construction & Renovation,,01020000
Plumbers & Plumbing Contractors,Construction & Renovation,,01030400
Plumbing Fixture & Supply Manufacturers & Wholesalers,Construction & Renovation,,01031200
Plumbing Fixture & Supply Stores,Construction & Renovation,,01030900
Prefab Cottages & Cabins,Construction & Renovation,,00373200
Property Maintenance,Construction & Renovation,,01070650
Pulley Blocks,Construction & Renovation,,01078600
"Regional, Rural & Urban Planners",Construction & Renovation,,01379600
Roof Structures,Construction & Renovation,,01136350
Roof Trusses,Construction & Renovation,,01364900
Roofers,Construction & Renovation,,01136026
Roofing Service Consultants,Construction & Renovation,,01136300
Siding Contractors,Construction & Renovation,,01203990
Surveying Instruments & Supplies,Construction & Renovation,,01261650
Tools,Construction & Renovation,,01335400
Transformers,Construction & Renovation,,01350600
Used Electrical Equipment,Construction & Renovation,,00477400
Aluminum,Construction & Renovation,Building Materials & Equipment,00043600
Aluminum Fabricators,Construction & Renovation,Building Materials & Equipment,00043800
Aluminum Products,Construction & Renovation,Building Materials & Equipment,00044000
Balconies,Construction & Renovation,Building Materials & Equipment,00119645
Building & House Movers,Construction & Renovation,Building Materials & Equipment,00684200
Building Material Manufacturers & Wholesalers,Construction & Renovation,Building Materials & Equipment,00202450
Building Repair & Restoration,Construction & Renovation,Building Materials & Equipment,00202550
Construction Materials & Building Supplies,Construction & Renovation,Building Materials & Equipment,00202200
Crane Parts & Rigging,Construction & Renovation,Building Materials & Equipment,00386200
Crane Rental & Service,Construction & Renovation,Building Materials & Equipment,00385800
